Date,Symbol,Company,Open,High,Low,Close,Volume,AI_Sentiment
2022-10-06,NVDA,NVIDIA,211.87,214.4,208.87,209.12,4814459,35
2022-10-08,NVDA,NVIDIA,216.54,216.62,210.86,213.94,14295154,84
2022-10-09,NVDA,NVIDIA,204.72,212.07,200.67,204.83,23982476,53
2022-10-10,NVDA,NVIDIA,206.49,208.71,203.25,205.42,13810482,60
2022-10-12,NVDA,NVIDIA,206.73,208.19,203.85,204.14,8112625,57
2022-10-13,NVDA,NVIDIA,213.17,213.53,201.92,210.79,2460251,51
2022-10-15,NVDA,NVIDIA,205.27,206.94,192.94,202.54,42545332,34
2022-10-16,NVDA,NVIDIA,199.41,201.83,196.43,198.27,46713407,52
2022-10-17,NVDA,NVIDIA,202.58,205.88,202.37,204.2,43299244,61
2022-10-19,NVDA,NVIDIA,213.44,212.24,200.3,210.79,11090175,48
2022-10-20,NVDA,NVIDIA,197.31,206.98,191.78,200.5,21165681,72
2022-10-22,NVDA,NVIDIA,194.77,206.36,197.42,198.19,44212931,59
2022-10-23,NVDA,NVIDIA,205.57,214.13,199.59,207.46,10669121,50
2022-10-24,NVDA,NVIDIA,202.43,215.85,197.29,205.68,30011998,47
2022-10-26,NVDA,NVIDIA,211.16,216.07,205.6,208.8,25451343,76
2022-10-27,NVDA,NVIDIA,209.47,219.86,207.04,213.4,49252326,89
2022-10-29,NVDA,NVIDIA,213.17,213.06,205.41,210.93,8282324,35
2022-10-30,NVDA,NVIDIA,215.86,218.18,204.36,213.21,23815133,77
2022-10-31,NVDA,NVIDIA,208.84,212.11,207.65,208.42,1163917,84
2022-11-02,NVDA,NVIDIA,218.5,218.25,216.03,217.2,33303709,65
2022-11-03,NVDA,NVIDIA,223.78,231.07,213.2,223.16,12486603,82
2022-11-05,NVDA,NVIDIA,226.25,231.7,215.74,224.06,16867756,90
2022-11-06,NVDA,NVIDIA,227.08,239.81,225.29,230.24,18292518,52
2022-11-07,NVDA,NVIDIA,232.22,243.15,228.53,233.13,41961239,76
2022-11-09,NVDA,NVIDIA,236.31,245.84,233.5,238.87,17141433,70
2022-11-10,NVDA,NVIDIA,234.93,244.27,232.01,232.73,46120296,58
2022-11-12,NVDA,NVIDIA,231.4,244.95,231.58,235.85,29413716,53
2022-11-13,NVDA,NVIDIA,238.73,244.68,238.38,242.49,12167102,68
2022-11-14,NVDA,NVIDIA,233.01,244.15,231.53,236.37,7182815,87
2022-11-16,NVDA,NVIDIA,233.8,240.46,228.55,231.01,15572092,78
2022-11-17,NVDA,NVIDIA,239.75,250.88,233.75,239.02,24531841,56
2022-11-19,NVDA,NVIDIA,235.56,244.71,238.08,239.13,2410170,38
2022-11-20,NVDA,NVIDIA,236.63,242.63,232.19,233.06,15477585,85
2022-11-21,NVDA,NVIDIA,237.03,247.46,233.91,238.96,40206877,83
2022-11-23,NVDA,NVIDIA,238.64,249.06,232.29,241.28,16680917,75
2022-11-24,NVDA,NVIDIA,254.85,264.62,251.26,252.34,36075863,55
2022-11-26,NVDA,NVIDIA,252.39,252.02,244.34,251.41,37002459,79
2022-11-27,NVDA,NVIDIA,245.64,249.68,230.15,241.45,22607604,77
2022-11-28,NVDA,NVIDIA,249.59,253.98,243.93,250.66,21077219,51
2022-11-30,NVDA,NVIDIA,257.14,267.97,260.85,261.34,13976463,58
2022-12-01,NVDA,NVIDIA,262.07,273.48,253.68,263.94,45910972,83
2022-12-03,NVDA,NVIDIA,266.5,266.67,254.36,264.51,13281342,87
2022-12-04,NVDA,NVIDIA,279.85,280.3,269.18,276.6,34940014,54
2022-12-05,NVDA,NVIDIA,270.34,273.38,266.84,272.47,3815686,51
2022-12-07,NVDA,NVIDIA,283.63,292.56,280.54,286.04,43005807,83
2022-12-08,NVDA,NVIDIA,276.7,283.2,264.29,278.18,25785873,37
2022-12-10,NVDA,NVIDIA,274.54,279.0,258.94,270.11,4869212,79
2022-12-11,NVDA,NVIDIA,272.84,277.87,267.61,269.42,40527637,76
2022-12-12,NVDA,NVIDIA,273.32,284.89,276.58,278.14,25653095,84
2022-12-14,NVDA,NVIDIA,296.88,305.34,289.66,291.5,33411498,78
2022-12-15,NVDA,NVIDIA,288.06,284.15,270.0,283.47,2998452,81
2022-12-17,NVDA,NVIDIA,264.25,270.01,261.4,269.59,7524206,80
2022-12-18,NVDA,NVIDIA,265.8,267.04,250.72,261.94,49311061,50
2022-12-19,NVDA,NVIDIA,263.84,265.7,260.24,261.01,3021192,49
2022-12-21,NVDA,NVIDIA,263.73,273.53,253.69,262.19,18294967,75
2022-12-22,NVDA,NVIDIA,277.47,275.52,272.94,274.73,2732940,43
2022-12-24,NVDA,NVIDIA,280.48,285.93,265.91,277.87,24303830,76
2022-12-25,NVDA,NVIDIA,285.37,288.72,270.95,280.21,26889735,72
2022-12-26,NVDA,NVIDIA,270.71,271.92,264.31,269.7,7635764,63
2022-12-28,NVDA,NVIDIA,264.74,274.42,268.89,269.13,11953035,90
2022-12-29,NVDA,NVIDIA,266.89,270.73,256.27,262.3,10320362,53
2022-12-31,NVDA,NVIDIA,251.98,262.72,242.61,252.06,27543484,64
2023-01-01,NVDA,NVIDIA,267.32,262.12,257.29,262.1,45938234,62
2023-01-02,NVDA,NVIDIA,265.21,263.56,256.59,262.96,20790176,77
2023-01-04,NVDA,NVIDIA,251.91,254.62,248.37,251.72,14263609,61
2023-01-05,NVDA,NVIDIA,255.5,259.75,251.01,252.65,10174750,86
2023-01-07,NVDA,NVIDIA,250.04,254.93,236.17,247.97,10763135,59
2023-01-08,NVDA,NVIDIA,249.73,257.83,236.1,247.8,44511743,71
2023-01-09,NVDA,NVIDIA,253.9,264.55,253.94,255.1,29053984,77
2023-01-11,NVDA,NVIDIA,264.39,268.18,254.52,261.73,3614825,72
2023-01-12,NVDA,NVIDIA,251.42,258.43,244.08,251.12,3198109,66
2023-01-14,NVDA,NVIDIA,254.39,264.66,244.28,253.78,35995144,56
2023-01-15,NVDA,NVIDIA,245.03,252.59,237.0,244.3,1660498,41
2023-01-16,NVDA,NVIDIA,235.43,243.43,231.32,236.83,44030148,46
2023-01-18,NVDA,NVIDIA,235.46,247.59,230.11,240.17,36743984,52
2023-01-19,NVDA,NVIDIA,238.54,247.55,235.74,238.22,29065369,53
2023-01-21,NVDA,NVIDIA,248.54,252.99,234.76,246.75,10372575,55
2023-01-22,NVDA,NVIDIA,247.09,253.1,236.51,243.98,14108416,90
2023-01-23,NVDA,NVIDIA,243.81,256.14,233.96,244.31,20688855,65
2023-01-25,NVDA,NVIDIA,233.29,244.07,226.52,235.96,1831487,79
2023-01-26,NVDA,NVIDIA,235.94,245.06,228.73,236.7,42951991,34
2023-01-28,NVDA,NVIDIA,234.77,244.94,235.87,238.84,29137925,43
2023-01-29,NVDA,NVIDIA,234.79,239.06,226.18,233.19,4613188,57
2023-01-30,NVDA,NVIDIA,224.39,226.76,210.59,221.57,44976026,63
2023-02-01,NVDA,NVIDIA,209.54,222.82,204.23,213.54,30024235,79
2023-02-02,NVDA,NVIDIA,223.24,220.01,219.27,219.68,14876131,80
2023-02-04,NVDA,NVIDIA,229.68,228.73,224.44,227.37,38770215,68
2023-02-05,NVDA,NVIDIA,239.19,244.19,233.94,238.06,1025989,39
2023-02-06,NVDA,NVIDIA,229.3,237.16,223.99,229.37,21515768,72
2023-02-08,NVDA,NVIDIA,237.21,240.63,231.58,233.06,5339592,84
2023-02-09,NVDA,NVIDIA,230.44,239.44,231.39,234.32,44728166,67
2023-02-11,NVDA,NVIDIA,240.93,244.73,228.72,240.35,9059028,55
2023-02-12,NVDA,NVIDIA,250.34,260.12,246.32,249.15,6610710,65
2023-02-13,NVDA,NVIDIA,249.97,254.28,242.96,248.26,40676372,52
2023-02-15,NVDA,NVIDIA,251.75,260.3,242.92,254.13,36679283,30
2023-02-16,NVDA,NVIDIA,250.79,251.96,237.97,246.76,42805421,69
2023-02-18,NVDA,NVIDIA,261.38,263.34,249.29,257.82,11867579,50
2023-02-19,NVDA,NVIDIA,264.22,264.55,254.56,264.35,7150758,85
2023-02-20,NVDA,NVIDIA,270.61,276.97,266.01,273.05,36767367,84
2023-02-22,NVDA,NVIDIA,267.04,276.52,258.87,264.75,7781457,60
2023-02-23,NVDA,NVIDIA,274.19,285.0,262.69,275.09,25967020,36
2023-02-25,NVDA,NVIDIA,265.74,266.72,254.41,262.46,15941106,60
2023-02-26,NVDA,NVIDIA,246.51,257.05,239.2,251.24,22877850,30
2023-02-27,NVDA,NVIDIA,246.61,260.47,241.44,249.3,33584023,55
2023-03-01,NVDA,NVIDIA,254.65,254.93,243.75,251.6,36399669,88
2023-03-02,NVDA,NVIDIA,250.74,262.75,247.54,255.02,26527150,85
2023-03-04,NVDA,NVIDIA,261.32,263.07,251.51,263.06,16839877,34
2023-03-05,NVDA,NVIDIA,267.72,272.49,262.87,264.12,41621245,70
2023-03-06,NVDA,NVIDIA,270.8,285.65,265.65,275.35,47337308,78
2023-03-08,NVDA,NVIDIA,286.06,294.16,278.45,286.61,46469311,70
2023-03-09,NVDA,NVIDIA,282.24,291.25,271.84,285.74,30110093,83
2023-03-11,NVDA,NVIDIA,293.14,295.11,286.99,290.3,24936767,66
2023-03-12,NVDA,NVIDIA,291.39,306.87,281.68,295.92,24299323,32
2023-03-13,NVDA,NVIDIA,283.71,291.68,279.59,284.03,17226483,65
2023-03-15,NVDA,NVIDIA,295.05,308.79,287.74,297.44,13608964,40
2023-03-16,NVDA,NVIDIA,291.32,296.94,286.03,287.11,10746866,42
2023-03-18,NVDA,NVIDIA,302.14,307.0,294.39,301.07,35314215,53
2023-03-19,NVDA,NVIDIA,314.16,325.3,309.46,315.99,23882330,59
2023-03-20,NVDA,NVIDIA,321.89,339.42,314.02,325.8,22653970,57
2023-03-22,NVDA,NVIDIA,333.9,348.36,323.55,334.09,36382079,73
2023-03-23,NVDA,NVIDIA,332.39,342.38,318.07,334.77,19794088,38
2023-03-25,NVDA,NVIDIA,335.91,345.42,322.52,338.42,28520017,34
2023-03-26,NVDA,NVIDIA,328.28,341.27,316.99,329.21,46029342,87
2023-03-27,NVDA,NVIDIA,332.92,343.22,328.26,329.18,34402909,61
2023-03-29,NVDA,NVIDIA,324.12,344.76,328.14,330.36,16292350,34
2023-03-30,NVDA,NVIDIA,328.84,328.93,313.99,328.69,37194499,86
2023-04-01,NVDA,NVIDIA,322.81,322.4,317.68,317.89,30239221,64
2023-04-02,NVDA,NVIDIA,299.37,312.1,301.07,305.27,32981334,66
2023-04-03,NVDA,NVIDIA,297.57,307.15,290.6,296.18,28469424,70
2023-04-05,NVDA,NVIDIA,298.59,307.13,296.94,303.9,36009675,69
2023-04-06,NVDA,NVIDIA,300.48,308.91,290.16,300.72,7587023,59
2023-04-08,NVDA,NVIDIA,291.97,293.84,281.89,293.45,32921263,48
2023-04-09,NVDA,NVIDIA,291.13,304.75,283.59,293.76,2613104,65
2023-04-10,NVDA,NVIDIA,285.39,284.65,281.84,284.04,45912644,84
2023-04-12,NVDA,NVIDIA,287.59,291.69,286.39,287.15,15127915,37
2023-04-13,NVDA,NVIDIA,296.83,295.79,278.22,291.53,11105083,70
2023-04-15,NVDA,NVIDIA,303.09,311.72,289.45,298.7,5278251,58
2023-04-16,NVDA,NVIDIA,294.28,301.02,286.1,298.16,17213090,76
2023-04-17,NVDA,NVIDIA,312.54,310.8,308.51,309.43,24685422,80
2023-04-19,NVDA,NVIDIA,319.56,333.31,311.4,322.01,37083181,48
